Asset Name,OS,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
caz-btec-uat-sc,b'Windows Server 2016 Standard 14393',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
caz-btecuatapp,b'CentOS release 8.4.2105 4.18.0-305.10.2.el8_4.x86_64', , , ,sentinelone
caz-epiccloudbde,b'Windows Server 2016 Standard 14393',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-dt-abeerbo2,b'Windows 11 Business 22000', ,huntress, ,sentinelone
cdc-dt-cscanner,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-dt-tv3,b'Windows 11 Pro 22000', ,huntress, ,sentinelone
cdc-lt-abarnes2,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-lt-acolquit2,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-ahardwick3,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-aleonar2,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-alucas2,b'Windows 11 Business 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-amccona2,b'Windows 11 Business 22621', ,huntress, ,sentinelone
cdc-lt-amiller2,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-apacoba3,b'Windows 11 Business 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-asalam,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-lt-asalm3,b'Windows 11 Pro 22000',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-bhannibal,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-bzare,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-ccole,b'Windows 11 Pro',cybercns-sec-vm,huntress, , 
cdc-lt-chansen2,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-danedmonds,b'Windows 11 Business 22621',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-lt-dbarler,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-lt-dbarler2,b'Windows 11 Business 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-dmiller,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-lt-dmoten2,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-dproctor,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-lt-ealiaga,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-eclaure3,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-eherd2,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-eherdloa,b'Windows 10 Pro 22000', ,huntress, ,sentinelone
cdc-lt-eivkovic4,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-ethomas3,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-ewatford,b'Windows 11 Pro 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-ggroff3,b'Windows 11 Business 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-gmousazadeh4,b'Windows 11 Business 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-gperez3,b'Windows 11 Business 22621',cybercns-sec-vm,huntress, ,sentinelone
cdc-lt-jbaker,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
cdc-lt-jbaker2,b'Windows 11 Business 22621',cybercns-sec-vm,huntress, ,sentinelone
